user_id,name,travel_style,budget_level,interest_culture,interest_nature,interest_food,interest_entertainment,outdoor_affinity
49,Denise Cunningham,Backpacker,Low,0.6363333042276044,0.6122000999756197,0.31493927549968576,0.5467801681978974,0.8080571924233788
50,Jason Williams,Luxury,High,0.8088973040219217,0.5079974212394442,0.6863284109987373,0.6491561903276002,0.3256042394981304
51,John Lang,Luxury,High,0.8125418526272592,0.4162540486440426,0.8549719605992826,0.6904365334890646,0.5927556238387603
52,Kyle Arnold,Backpacker,Low,0.5291825891764984,0.9180744779074814,0.4083329005048297,0.4316914262116908,0.7235369144026798
53,John Graham,Luxury,High,0.98505936587117,0.5343920482048823,0.8783896824374792,0.563581177765708,0.3519882960212537
54,Jeffrey Bailey,Luxury,High,0.7000971592658382,0.4196906658824482,0.8858383690800249,0.6640789506870926,0.38398016908378285
55,Charles Blankenship Jr.,Adventure,Medium,0.5951587666783074,0.8663062157534202,0.4835162238703057,0.525880018728337,0.8495461979002316
56,Rachel Munoz,Backpacker,Low,0.7031384441857477,0.6057573954519023,0.3464290562027665,0.3138007926065258,0.712218640695691
57,Kevin Adams,Adventure,Medium,0.5814631437520095,0.8422521487261976,0.32935024819530045,0.5474847625350496,0.8946943541561132
58,Sarah Ward,Luxury,High,0.7735406596951893,0.3594018937589494,0.8463400392208866,0.6540374603470576,0.31359120293161336
59,Joshua Garcia,Backpacker,Low,0.6503439662856946,0.8012545034320351,0.6425959364753289,0.49760808948568347,0.7488803281244288
60,David Brown,Luxury,High,0.8569677112825262,0.21060452421664874,0.8343102325093853,0.7760920965699831,0.47264225336276366
61,Anthony Benson,Backpacker,Low,0.6573152873769412,0.7833011561966067,0.5182467157263739,0.5824394426329575,0.8158307913402323
62,Karen Stokes,Adventure,Medium,0.6621402567824255,0.7587373404367889,0.32080839026254965,0.430233400413228,0.80364436513031
63,Douglas Andrade,Luxury,High,0.8732027093665427,0.2284754593840916,0.7275902521175045,0.7379501243877818,0.30698158072074777
64,Michael Fowler,Adventure,Medium,0.41274190990935994,0.7354494482864968,0.5090211496092452,0.5886828540339651,0.9754944027054107
65,Daniel Wright,Family,Medium,0.6410442791154545,0.5128138290285227,0.5532318631339168,0.9002459006563434,0.6420504217801792
66,Joseph Nguyen,Adventure,Medium,0.4650470707645706,0.8116054257378349,0.5329238882225991,0.5022410620759054,0.986151465120713
67,Ronald Colon,Adventure,Medium,0.4715976109500073,0.9252613203374492,0.5263628622254046,0.4309371606507798,0.9805105813359134
68,Caitlin Stanley,Backpacker,Low,0.7305829864430967,0.7280198404122447,0.6582092913984802,0.4167605036202489,0.7032512954440895
69,Benjamin Fisher,Adventure,Medium,0.3365146707144534,0.7957940912771244,0.5850185901152414,0.6851821440812668,0.9146875776246572
70,Andrew Bell,Family,Medium,0.5345336565934959,0.5172843086792258,0.5985993636109748,0.8690073824308153,0.6257123588313039
71,Andrea Alexander,Family,Medium,0.6368854428383661,0.43648244121947616,0.6483260914107745,0.6230235040066577,0.5648586646971206
72,Cheryl Guerra,Backpacker,Low,0.75508167310332,0.7403660050208315,0.3468268065710423,0.3428975046158507,0.9284531895152417
73,Jared Russell,Family,Medium,0.43033680283683706,0.433642722445999,0.710290739437736,0.6291052025456774,0.6465580177871069
74,Ellen Hernandez,Family,Medium,0.42440463419256996,0.4339350856340768,0.7959918735503526,0.7497083183024481,0.5111926441200673
75,Angela Williams,Adventure,Medium,0.6788994309535434,0.9958003191468613,0.5260134555776825,0.5128778756592747,0.8167001433397338
76,Kelsey Allen,Family,Medium,0.5675212749207414,0.5696888036987906,0.7719063155284208,0.6444789929224605,0.5477875312872578
77,Michael Gutierrez,Luxury,High,0.7874642567976505,0.22252131027273495,0.6475271665072287,0.447010498710842,0.49476309063481905
78,David Hamilton,Family,Medium,0.5750106295291478,0.7848690193898168,0.6124611738571113,0.7142848345127443,0.660579738456838
79,William Mitchell,Luxury,High,0.9852890157762445,0.20486178987592654,0.9879515306830556,0.4172639647802305,0.5673429341094214
80,Jennifer Morris,Backpacker,Low,0.7971859184477201,0.6295186258941595,0.5215417137605283,0.5907907606857297,0.8569293532510447
81,Alyssa Hart,Family,Medium,0.6087246066953851,0.5818164259071094,0.6882674240252191,0.8337257247692401,0.6703474031472967
82,Kristi Hampton,Luxury,High,0.7123852758368922,0.5801645936306234,0.9561055135563665,0.5822627011142852,0.486039779340461
83,Ryan Fox,Backpacker,Low,0.47524846388950454,0.7854793619759929,0.4413408912104211,0.4750968335552616,0.7233203910894954
84,Kyle Smith,Adventure,Medium,0.6944842977918411,0.9094485142059235,0.4608289099032361,0.49285828488589833,0.9627590039413898
85,Sherry Solomon,Family,Medium,0.4487850818034674,0.764370873797537,0.7467611728769508,0.9799199653167696,0.617715852516508
86,Andrew Ho,Family,Medium,0.5254729108871856,0.7730913933416054,0.7598191668501225,0.6180874680424757,0.40791009234917563
87,Amy Davis,Backpacker,Low,0.7242213323127332,0.9949104517259778,0.3601667564414113,0.47823921460564056,0.8142672569893065
88,Juan Gillespie,Adventure,Medium,0.6368475692542834,0.9514986114133414,0.44060794793849106,0.5244458507012996,0.8546814143861413
89,Matthew Foster,Luxury,High,0.9458889505020213,0.525160403652031,0.9998870693144523,0.7986547348295622,0.46662951168078826
90,Edward West,Family,Medium,0.6834297189647284,0.7398589562709647,0.5742044305229593,0.7802176541240374,0.43874782454544853
91,Tamara Lawson,Adventure,Medium,0.542469853780352,0.7685928416510388,0.501510205321757,0.5854384721373688,0.8716325436065682
92,Timothy Aguirre,Luxury,High,0.8686292782371199,0.40812308036151734,0.9089273566942557,0.6080654004447974,0.555654450095562
93,Stephen Rocha,Family,Medium,0.5682813914606158,0.7506614410633381,0.6210448598637192,0.6536060913802563,0.4086348028940017
94,Eric Rojas,Family,Medium,0.5860928654060393,0.6816319072396895,0.5638892484526732,0.6545485902347079,0.4043633997003646
95,Melissa Hale,Backpacker,Low,0.6359670747418533,0.756897618039893,0.4749899688094916,0.5712476083481245,0.80447664010699
96,Kyle Pineda,Backpacker,Low,0.7134612050964573,0.7586171129285081,0.5488346800911493,0.5587091126240236,0.9848561870972926
97,Cynthia Cooper,Luxury,High,0.9706350500645977,0.3968465172318153,0.7032977553195834,0.5836543024953046,0.594009772585643
98,Elizabeth Haynes,Backpacker,Low,0.5315006441150033,0.8533603417266903,0.3960582475112772,0.32275899843259914,0.7386639165731947
99,Anthony Edwards,Luxury,High,0.6607610774049177,0.2555308690597641,0.8563498979212858,0.47275203375965796,0.40370018499715893
100,Brandon Short,Adventure,Medium,0.4895846561051489,0.9002673215563082,0.3516959613604889,0.4576867056426012,0.8081737232532958
101,William Mitchell,Luxury,High,0.7114361356127834,0.27080419371069875,0.6354810135028223,0.44825434844024037,0.4382336304098177
102,Mark Wilkins,Luxury,High,0.7457079444192302,0.4013669083419428,0.876157931451746,0.4157248559364396,0.5398231196727128
103,Amber Thomas,Family,Medium,0.4245277095846616,0.7494314496427109,0.776261720159544,0.6244311839419455,0.48306329444416113
104,Jessica Berg MD,Adventure,Medium,0.5993038761534633,0.7553563058069132,0.3628047970010131,0.5111416308374146,0.8969045970382042
105,Emily Buck,Family,Medium,0.5106740918709317,0.5850138864532592,0.724241281440127,0.6146732811562391,0.47573108330320624
106,Brittany Clark,Family,Medium,0.6685620513061598,0.6046709768462665,0.6596340455795947,0.6428688045359104,0.5342237100470364
107,Edwin Perez,Backpacker,Low,0.4969882014538919,0.7076972923797524,0.45091366524184906,0.3060213593333179,0.7966237496749534
108,Dr. Frank Thompson,Luxury,High,0.7309989408711659,0.2479048527277005,0.956210912295958,0.6374369814216195,0.5037306957433468
109,Robert Palmer,Family,Medium,0.5495326596787171,0.4347681152349695,0.6611319625455644,0.8347364472083516,0.623631842255299
110,Alexander Gardner,Backpacker,Low,0.45103212111822555,0.7135103623194898,0.445232918559454,0.4937751723994803,0.8712334914006735
111,Richard Kaiser,Backpacker,Low,0.794606099517192,0.8423099277427548,0.3948907166943978,0.33053474178612113,0.7458577417552996
112,Michael Roberts,Luxury,High,0.6642725493038223,0.2746268096205223,0.7140380674775388,0.469349438117902,0.5690296273879275
113,Corey Bowman,Luxury,High,0.8098045558281018,0.3641587307958646,0.9929514467634426,0.44481556086722096,0.4193566797137225
114,Russell Morgan,Adventure,Medium,0.6462028503575921,0.9451216212847839,0.3773708481134819,0.45126627621701976,0.9337286439848862
115,Brian Fernandez,Adventure,Medium,0.5227051572055719,0.8714838068409699,0.38399372809808524,0.6308478799575811,0.8374087497115047
116,Amy Wong,Backpacker,Low,0.5701745754465668,0.803044151473782,0.3969638929660321,0.33445104742176107,0.8831860127324898
117,Felicia Williams,Backpacker,Low,0.6324952885690449,0.6617450861096809,0.49245604074192695,0.45977682976547574,0.715547061046728
118,Catherine Dillon,Backpacker,Low,0.4537658707755897,0.625349988189107,0.6959840929559781,0.3967061534924169,0.9429623337563904
119,Nicholas Mccoy,Backpacker,Low,0.6726010888895717,0.9040911439558746,0.5382554962431376,0.44147285656504753,0.8235522742441805
120,Megan Dean,Backpacker,Low,0.7718116576991304,0.9322477631150916,0.686010764266605,0.3372891670456634,0.9192602425610933
121,Stephanie Cook,Adventure,Medium,0.37249322646626404,0.7199488802100332,0.5223361947870178,0.5723419339539736,0.9683657553516545
122,Steven Branch,Luxury,High,0.918106924743956,0.2806509280190978,0.6654623771462818,0.4657063191723972,0.5443724160694146
123,Larry Russo,Family,Medium,0.5569196274307358,0.5435321936494011,0.7631601622439326,0.7569780429690541,0.6449798318414731
124,Brian White,Backpacker,Low,0.5507777717699631,0.7850719142678426,0.4205511496656568,0.5242828140528754,0.8508161170277437
125,Virginia Doyle,Luxury,High,0.9598298293098274,0.35355648854928456,0.8174211444455954,0.7625888443858189,0.4872713987741976
126,Joshua Wilson,Luxury,High,0.97593284944539,0.45108322122856714,0.7339622458628344,0.4557088290653549,0.5382075567810888
127,Dawn Snow,Family,Medium,0.5600383275928964,0.7575570332203831,0.7365791633673593,0.6606699518931004,0.4935166203386645
128,David Mcgee,Luxury,High,0.8975785170290708,0.21341297389431177,0.8279558739485267,0.7049834742962763,0.5630296910285248
129,Zachary Pena,Backpacker,Low,0.7285029218688052,0.6442526947820829,0.6385809166938072,0.3382465986995947,0.8191861871681101
130,Robert Saunders,Family,Medium,0.44497522820463214,0.4917005580930566,0.7166757705179199,0.8880146146184298,0.5923442898655892
131,Trevor Hogan,Family,Medium,0.5628173330042788,0.5007196235627811,0.6037087980511758,0.6726390867205703,0.6725351684000884
132,Ryan Riddle,Family,Medium,0.520255425029092,0.5848023214576531,0.7841850018835446,0.661340561246432,0.5758689496050391
133,Jamie Flynn,Backpacker,Low,0.6445816941738591,0.6072440735283362,0.6488495635776605,0.5796354847450838,0.8695399550767626
134,Melissa Brown,Family,Medium,0.6767498143531887,0.6828954537253595,0.5457617128742784,0.8305153440667252,0.5820145139148567
135,Thomas Wilkinson,Backpacker,Low,0.6945776942498891,0.973746805907606,0.6702274051627105,0.4352518114212396,0.7339714137522265
136,Joseph Green,Adventure,Medium,0.6355592345783736,0.73739880436098,0.5762525647852117,0.6609689086186384,0.9037676114252144
137,Eric Bentley,Family,Medium,0.5197008111610391,0.42190465552881257,0.6005591724937703,0.9211413794392046,0.40138960690138087
138,Kevin Warren,Backpacker,Low,0.5592674774363774,0.8149582411751691,0.6679422465651041,0.40390379830978834,0.8040859605688683
139,Melanie Davis,Family,Medium,0.5356653822669422,0.4898419291759928,0.6357318548398081,0.6563428081519199,0.452916095951867
140,Alan Harding,Backpacker,Low,0.5675701798018192,0.96593836042724,0.44495755964665323,0.474176505083413,0.8896792863758591
141,Erin Sanchez,Luxury,High,0.8654149488066842,0.27121438674790055,0.984428126987782,0.4594650911012452,0.4243872371181071
142,Jasmine Leon,Luxury,High,0.998749700738379,0.400878004132497,0.8381540069280176,0.426830590955371,0.5249881411197533
143,Tara Howell,Luxury,High,0.9592217157762855,0.2820558561928029,0.6762750882654667,0.414619867139238,0.44162008353299975
144,Karen Smith,Family,Medium,0.41971259182850573,0.7102110466780043,0.6359866504244083,0.809756107731032,0.5322288240814684
145,Joshua James,Backpacker,Low,0.6238561325232872,0.662096098372285,0.3727712521981084,0.5585356863040551,0.9838346386400898
146,Rachel Jones,Backpacker,Low,0.5082978692574216,0.8575998172956063,0.46349366843923856,0.30761590669810346,0.7468457792098571
147,Paul Harris,Family,Medium,0.5976771825730454,0.4108383970013934,0.5665916485798849,0.6924299186352285,0.6015678230796185
148,Mike Yu,Luxury,High,0.6416434327938295,0.5199664341492758,0.6714178648217334,0.6610984431407498,0.37145483431401793
149,Heather Davis,Luxury,High,0.6972688763997816,0.48890677274226363,0.9422785872425143,0.7320879458267967,0.41915505888553645
150,Michael Cline,Family,Medium,0.4614952886247463,0.5172590921044053,0.7689007455563359,0.6052007694042943,0.42565255925634043
151,Rebecca Garner,Luxury,High,0.6106128815495279,0.27257417403591894,0.8332166243878769,0.5685698202369992,0.5678015133230925
152,Kristi Perry,Adventure,Medium,0.43672694067915035,0.7778270300293877,0.41390772245018004,0.5770884827544422,0.8536127281645753
153,Lori White,Family,Medium,0.5228234956573721,0.6208188723407921,0.630837958740595,0.7177863038167671,0.6845359920886469
154,John Carter,Family,Medium,0.4420339527299358,0.7473871903591651,0.646229359474854,0.9578208907576365,0.6399565767841946
155,Kevin Fisher,Backpacker,Low,0.408987723328047,0.7074709437539785,0.5166536858643467,0.4900434659478442,0.7773663056299607
156,Michelle Farrell,Luxury,High,0.9339720947197196,0.5937608722814208,0.8102760729210743,0.4686717143393214,0.38169219795581066
157,Jeffrey Gibson,Luxury,High,0.9657195226241996,0.24710043315605645,0.8306065902057014,0.5096220882748824,0.466253400754738
158,Sarah Ortiz,Family,Medium,0.6489225411121604,0.4825685087042413,0.5032987485975442,0.6547542520275229,0.6700055925544315
159,Alexandra Smith,Adventure,Medium,0.5389652408681233,0.880155058130096,0.49951100236387663,0.4526113835870349,0.9828823891849919
160,Laura Brown,Backpacker,Low,0.553255411299799,0.807567082113135,0.318786386710022,0.3498850106268238,0.9214100849279111
161,Erin Medina,Luxury,High,0.8412608437865553,0.2981396438725284,0.7557182456167906,0.51547749470828,0.4067018149394847
162,Krystal Davis,Family,Medium,0.4891365146869525,0.6265618561187589,0.6428151206597299,0.8654684661450592,0.6810489217974274
163,John Hood,Family,Medium,0.464482113577227,0.4124732540245139,0.5786792132899475,0.8380311722801019,0.4154277440452751
164,Jeremy Benton,Backpacker,Low,0.6387371395667557,0.7336975563267844,0.6083648814983287,0.33197947594013155,0.7225413345207425
165,Tricia Cooper,Family,Medium,0.5486473948618595,0.6753609585710945,0.6304482015811239,0.6985608132956427,0.6457306953022599
166,Katelyn Harris,Family,Medium,0.608408941256328,0.5088580548919851,0.6770692000607261,0.7443895587760108,0.42747462199799025
167,Patricia Evans,Adventure,Medium,0.3547274523675845,0.9850712061462408,0.4338017318873867,0.4555398786515859,0.9083801894756717
168,Bradley Arroyo,Adventure,Medium,0.5928899545638244,0.9419683443584349,0.4976350100132152,0.6076829693553557,0.9698391303130639
169,Joseph Gibbs,Luxury,High,0.7957699854572562,0.28848377672784087,0.9950672031986588,0.7776237358746454,0.31182804341055176
170,Christopher Carter,Family,Medium,0.6775744952246997,0.47223013805093345,0.6703835691657889,0.9661953190352167,0.4101837935757397
171,Curtis James,Family,Medium,0.48920470221176526,0.7697584781506122,0.7913174735496104,0.9777065956453735,0.5422642649972391
172,Jessica Robinson,Adventure,Medium,0.6378197594140281,0.7957301419729766,0.5486746422452031,0.4111022904146478,0.9192539756964107
173,Toni Barron,Luxury,High,0.6482267543109115,0.23078128065168368,0.8785155103512559,0.5359499855072265,0.5174300314586284
174,Brianna Johnson,Luxury,High,0.7261161351322442,0.41579651695013486,0.9162892659355855,0.527501001172828,0.4877674129311027
175,Andrea Herrera,Adventure,Medium,0.5463452752729218,0.7698878424260901,0.3073202344669614,0.6610296621702789,0.8042538821700774
176,Benjamin Simpson,Adventure,Medium,0.5115748536108847,0.9817203095538689,0.5396349707320995,0.6993802331600012,0.8701423630903421
177,Daniel James,Family,Medium,0.5205792740827726,0.5919502481215636,0.6882516389655111,0.9494708456745355,0.6952250407597884
178,Ryan Preston,Family,Medium,0.5253300346502001,0.5685428009108281,0.7212746904766675,0.695510858307321,0.4331422339394184
179,Jessica Hicks,Backpacker,Low,0.5148955966616328,0.718523248182396,0.39344310041996394,0.31262795689090855,0.7053621804200241
180,Jennifer Kelly,Adventure,Medium,0.4711092534943449,0.8152979941479045,0.5038941848079209,0.46547616635951927,0.9899922367900451
181,Benjamin Rojas,Family,Medium,0.42682330069367785,0.5670323103139714,0.7637354922686495,0.9778928089165642,0.5402204533749609
182,John Steele,Family,Medium,0.4501101838276226,0.7964674504547906,0.569501510415033,0.9770927096540503,0.5948939946977105
183,Dawn Andrews,Family,Medium,0.5538065533049525,0.4922679246871035,0.5529584096016524,0.6881944836280701,0.4559314786432764
184,Kristin Young,Family,Medium,0.505037577750019,0.42313707062535855,0.7907307890422435,0.9535143539853703,0.6783256849585638
185,Courtney Powell,Adventure,Medium,0.3695580996877949,0.8188726056707976,0.5274715427112273,0.6088061854161376,0.830779181267971
186,Gary Mcpherson,Adventure,Medium,0.3897762287346642,0.7671452844467869,0.46109232686802404,0.5778819804525109,0.9160172415675623
187,Christopher Edwards,Luxury,High,0.9509843450521521,0.3062400170354824,0.6518059685131217,0.7554992319475909,0.586695449468926
188,Sarah Wolfe,Adventure,Medium,0.6238064298899513,0.8965725941917065,0.46525721118274177,0.42609602797342305,0.8816906426141398
189,Tammie Case,Backpacker,Low,0.5039015135041305,0.889368045475434,0.4983502940315083,0.32431386477229435,0.7660549605849434
190,Andrea Ryan,Family,Medium,0.4228392578470901,0.7404827656195075,0.6485439581041923,0.7922346309306592,0.5777223353978552
191,Ryan Barnes,Adventure,Medium,0.4391236831608772,0.9034048457677191,0.4697195891987373,0.4801084810508264,0.9757259972710316
192,Rodney Williams,Family,Medium,0.5975355503975276,0.7402326916376968,0.7601882602879407,0.8833451906860139,0.6511039985091016
193,Edward Dawson,Family,Medium,0.6040422315280901,0.6474445512860738,0.7258149918672924,0.6634420421172295,0.6642612277596784
194,David Owens,Adventure,Medium,0.31169891321382365,0.9477450251694288,0.33866096024203357,0.5005356562777425,0.9487016512583215
195,Melinda Evans,Luxury,High,0.9271868096476249,0.5328536711830967,0.8029870935043345,0.40255434868673345,0.3861114399524738
196,Reginald Brandt,Family,Medium,0.694355853408227,0.6527254108066673,0.5779410743192479,0.8536022812398445,0.5619956139147566
197,Kaitlin Taylor,Family,Medium,0.43209419164808754,0.7044111610008112,0.6623799736028331,0.9851968015435979,0.5025616498116058
198,Brandy Green,Family,Medium,0.6796084316530052,0.4410038911962717,0.7811685461709355,0.8751542889203253,0.4203511177315516
199,Mason Best,Backpacker,Low,0.6832688354581127,0.6269402405875086,0.5328681840705093,0.403764917085887,0.8862746553302431
200,Michael Zavala,Luxury,High,0.9486147224609505,0.5893955876709587,0.9875511421142766,0.69986073269717,0.3390258720391896
201,Robin Kelly,Family,Medium,0.4073760749376405,0.4088494206115989,0.5970830657448624,0.7954572761618663,0.631122225342338
202,Lindsay Lee,Family,Medium,0.5337708119130244,0.5094506665126664,0.7991373500473133,0.7704725208943892,0.5354161072989027
203,Teresa Dunn,Luxury,High,0.9179238194999717,0.47747289031259543,0.6883078451155041,0.4329524182463371,0.5041497906224139
204,Richard Rowe,Family,Medium,0.4819778580994628,0.7803454249001642,0.5453173675342701,0.7729339204170408,0.6830847760502796
205,Alfred Fox,Backpacker,Low,0.6554103790656343,0.7590377591851177,0.409686080939468,0.5951932943879484,0.8228002018945129
206,Sabrina Wallace,Adventure,Medium,0.39198184235643446,0.763931411207525,0.3093402248653534,0.5955000476127654,0.8737052687447523
207,Samantha Decker,Adventure,Medium,0.48928396267662283,0.9904580283744165,0.35565765471093636,0.6605869503866832,0.9553193705583484
208,Brittany Stephens,Family,Medium,0.6534349684350662,0.7044095963771996,0.6878660964894246,0.652497951072955,0.4097578538473756
209,Sharon Williams,Adventure,Medium,0.5466601258082951,0.9389611872928529,0.44445670545376503,0.43519245668871837,0.8250371584405102
210,Carrie George,Family,Medium,0.5290917684698389,0.4802098906801347,0.6474783640224311,0.6256835748300537,0.5745914205743197
211,Steven Garner,Backpacker,Low,0.7190236402548753,0.7241447835694295,0.48208805963272044,0.30348616197243017,0.7217340663383677
212,Jennifer Lee,Backpacker,Low,0.5919755338868494,0.8400082192477215,0.41666503148372125,0.5084945658379627,0.9580367191567614
213,David Gates,Family,Medium,0.4118856476045072,0.5922027789031317,0.5314790535254524,0.696818006345011,0.6959987779801439
214,Jacqueline Stevens,Luxury,High,0.7995552613805424,0.44726229372724763,0.8809859882176416,0.6238594733947657,0.30293125422575506
215,Derrick Robertson,Backpacker,Low,0.6070846573538846,0.6351465996579333,0.4402507724836723,0.30996093263741,0.7235735491465062
216,Kylie Gomez,Backpacker,Low,0.4530863016172242,0.8270163393046233,0.5757859876549063,0.5401760097327248,0.760045073273443
217,Sarah Kennedy,Luxury,High,0.6418271361337601,0.45457209981745467,0.8825902905947605,0.4126344579302568,0.580863673873107
218,Devon Morgan,Luxury,High,0.8165185341204282,0.4836242077803666,0.9483876494984342,0.6856347728529711,0.5405184249209375
219,Trevor Massey,Backpacker,Low,0.725930045498605,0.63204593855387,0.657926662424211,0.46427771284612085,0.9451893309887481
220,Mr. Leslie Hood,Backpacker,Low,0.65743107807861,0.8105610643744453,0.5926358087021327,0.32448899460917685,0.7181056251971691
221,Michael Williams,Luxury,High,0.6638178720452753,0.5487134266368807,0.6876855949432177,0.7903461023276526,0.40106873753133204
